text
Show me the calendar

### Assistant:
open -a Calendar"
"### System:
macOS

### Human:
Change my desktop wallpaper

### Assistant:
osascript -e 'tell application ""Finder"" to set desktop picture to POSIX file ""/path/to/your/wallpaper.jpg""'"
"### System:
macOS

### Human:
I want to watch a movie

### Assistant:
open -a QuickTime Player"
"### System:
macOS

### Human:
Adjust display settings

### Assistant:
open /System/Library/PreferencePanes/Displays.prefPane"
"### System:
macOS

### Human:
Show me my recent files

### Assistant:
open -a Finder && osascript -e 'tell application ""Finder"" to open folder ""Recents""'"
"### System:
macOS

### Human:
Lock my screen

### Assistant:
pmset displaysleepnow"
"### System:
macOS

### Human:
Open photo editor

### Assistant:
open -a Photos"
"### System:
macOS

### Human:
Connect to Wi-Fi

### Assistant:
open /System/Library/PreferencePanes/Network.prefPane"
"### System:
macOS

### Human:
Turn off computer

### Assistant:
sudo shutdown -h now"
"### System:
macOS

### Human:
Open file explorer

### Assistant:
open -a Finder"
"### System:
macOS

### Human:
Reboot my computer

### Assistant:
sudo reboot"
"### System:
Windows

### Human:
Show my IP address

### Assistant:
ipconfig"
"### System:
macOS

### Human:
Show my IP address

### Assistant:
ifconfig"
"### System:
Linux

### Human:
Show my IP address

### Assistant:
ifconfig"
"### System:
Windows

### Human:
Show running processes

### Assistant:
tasklist"
"### System:
macOS

### Human:
Show running processes

### Assistant:
ps aux"
"### System:
Linux

### Human:
Show running processes

### Assistant:
ps aux"
"### System:
Windows

### Human:
Show network connections

### Assistant:
netstat -an"
"### System:
macOS

### Human:
Show network connections

### Assistant:
netstat -an"
"### System:
Linux

### Human:
Show network connections

### Assistant:
netstat -an"
"### System:
Windows

### Human:
Search for files

### Assistant:
start explorer.exe"
"### System:
macOS

### Human:
Search for files

### Assistant:
mdfind 'query'"
"### System:
Linux

### Human:
Search for files

### Assistant:
find / -name 'filename'"
"### System:
Windows

### Human:
Open my email client

### Assistant:
start outlook.exe"
"### System:
macOS

### Human:
Open my email client

### Assistant:
open -a Mail"
"### System:
Linux

### Human:
Open my email client

### Assistant:
geary"
"### System:
Windows

### Human:
Open my music player

### Assistant:
start wmplayer.exe"
"### System:
macOS

### Human:
Open my music player

### Assistant:
open -a Music"
"### System:
Linux

### Human:
Open my music player

### Assistant:
rhythmbox"
"### System:
Windows

### Human:
I want to batch resize images in a folder

### Assistant:
Use a tool like IrfanView or PowerShell script to batch resize images."
"### System:
macOS

### Human:
I want to batch resize images in a folder

### Assistant:
Use a tool like Preview or Automator to batch resize images."
"### System:
Linux

### Human:
I want to batch resize images in a folder

### Assistant:
Use a tool like ImageMagick with the 'convert' command or a bash script to batch resize images."
"### System:
Windows

### Human:
How can I merge PDF files?

### Assistant:
You can use Adobe Acrobat, an online PDF merger, or a third-party application like PDFsam."
"### System:
macOS

### Human:
How can I merge PDF files?

### Assistant:
You can use Preview or an online PDF merger."
"### System:
Linux

### Human:
How can I merge PDF files?

### Assistant:
You can use a tool like pdfunite or an online PDF merger."
"### System:
Windows

### Human:
How do I set up a virtual machine?

### Assistant:
You can use a tool like VirtualBox or Hyper-V. Create a new virtual machine, select the OS type, and allocate resources like CPU, RAM, and storage."
"### System:
macOS

### Human:
How do I set up a virtual machine?

### Assistant:
You can use a tool like VirtualBox or Parallels. Create a new virtual machine, select the OS type, and allocate resources like CPU, RAM, and storage."
"### System:
Linux

### Human:
How do I set up a virtual machine?

### Assistant:
You can use a tool like VirtualBox or KVM. Create a new virtual machine, select the OS type, and allocate resources like CPU, RAM, and storage."
"### System:
Windows

### Human:
I need to record a podcast with remote guests. How can I do that?

### Assistant:
You can use software like Audacity for recording and Skype or Zoom for connecting with remote guests. Record each guest's audio separately for better quality."
"### System:
macOS

### Human:
I need to record a podcast with remote guests. How can I do that?

### Assistant:
You can use software like GarageBand for recording and FaceTime, Skype, or Zoom for connecting with remote guests. Record each guest's audio separately for better quality."
"### System:
Linux

### Human:
I need to record a podcast with remote guests. How can I do that?

### Assistant:
You can use software like Audacity for recording and Jitsi or Zoom for connecting with remote guests. Record each guest's audio separately for better quality."
"### System:
Windows

### Human:
I'm making a website and need to test it on different browsers. How can I do that?

### Assistant:
Use tools like BrowserStack or Sauce Labs for cross-browser testing. You can also install different browsers and test your website locally."
"### System:
macOS

### Human:
I'm making a website and need to test it on different browsers. How can I do that?

### Assistant:
Use tools like BrowserStack or Sauce Labs for cross-browser testing. You can also install different browsers and test your website locally."
"### System:
Linux

### Human:
I'm making a website and need to test it on different browsers. How can I do that?

### Assistant:
Use tools like BrowserStack or Sauce Labs for cross-browser testing. You can also install different browsers and test your website locally."
"### System:
Windows

### Human:
How many files do I have in the Documents folder?

### Assistant:
Open PowerShell and enter: `(Get-ChildItem 'Documents' -Recurse).Count`"
"### System:
macOS

### Human:
How many files do I have in the Documents folder?

### Assistant:
Open Terminal and enter: `find ~/Documents -type f | wc -l`"
"### System:
Linux

### Human:
How many files do I have in the Documents folder?

### Assistant:
Open Terminal and enter: `find ~/Documents -type f | wc -l`"
"### System:
Windows

### Human:
What's the size of my Downloads folder?

### Assistant:
Open PowerShell and enter: `(Get-ChildItem 'Downloads' -Recurse | Measure-Object -Property Length -Sum).Sum / 1MB`"
"### System:
macOS

### Human:
What's the size of my Downloads folder?

### Assistant:
Open Terminal and enter: `du -sh ~/Downloads`"
"### System:
Linux

### Human:
What's the size of my Downloads folder?

### Assistant:
Open Terminal and enter: `du -sh ~/Downloads`"
"### System:
Windows

### Human:
What's my current free space on disk?

### Assistant:
Open PowerShell and enter: `Get-PSDrive`"
"### System:
macOS

### Human:
What's my current free space on disk?

### Assistant:
Open Terminal and enter: `df -h`"
"### System:
Linux

### Human:
What's my current free space on disk?

### Assistant:
Open Terminal and enter: `df -h`"
"### System:
Windows

### Human:
How much RAM do I have?

### Assistant:
Open PowerShell and enter: `Get-ComputerInfo | Select-Object OsTotalVisibleMemorySize`"
"### System:
macOS

### Human:
How much RAM do I have?

### Assistant:
Open Terminal and enter: `sysctl -n hw.memsize`"
"### System:
Linux

### Human:
How much RAM do I have?

### Assistant:
Open Terminal and enter: `grep MemTotal /proc/meminfo`"
"### System:
Windows

### Human:
What's my computer's IP address?

### Assistant:
Open PowerShell and enter: `ipconfig | findstr /i ""IPv4 Address""`"
"### System:
macOS

### Human:
What's my computer's IP address?

### Assistant:
Open Terminal and enter: `ipconfig getifaddr en0`"
"### System:
Linux

### Human:
What's my computer's IP address?

### Assistant:
Open Terminal and enter: `hostname -I`"
"### System:
Windows

### Human:
How do I check my computer's CPU usage?

### Assistant:
Press Ctrl+Shift+Esc to open Task Manager and go to the Performance tab."
"### System:
macOS

### Human:
How do I check my computer's CPU usage?

### Assistant:
Open Activity Monitor from the Utilities folder."
"### System:
Linux

### Human:
How do I check my computer's CPU usage?

### Assistant:
Open Terminal and enter: `top`"
"### System:
Windows

### Human:
What version of Windows am I running?

### Assistant:
Press Win+I to open Settings, then go to System > About."
"### System:
macOS

### Human:
What version of macOS am I running?

### Assistant:
Click the Apple logo in the top-left corner and select About This Mac."
"### System:
Linux

### Human:
What version of Linux am I running?

### Assistant:
Open Terminal and enter: `lsb_release -a`"
"### System:
Windows

### Human:
How do I uninstall a program?

### Assistant:
Press Win+I to open Settings, then go to Apps > Apps & Features. Select the program and click Uninstall."
"### System:
macOS

### Human:
How do I uninstall a program?

### Assistant:
Drag the program from the Applications folder to the Trash, then empty the Trash."
"### System:
Linux

### Human:
How do I uninstall a program?

### Assistant:
Open Terminal and use your package manager. For example, `sudo apt-get remove [program_name]` for Ubuntu."
"### System:
Windows

### Human:
How do I take a screenshot?

### Assistant:
Press PrtScn to capture the entire screen or Alt+PrtScn to capture the active window."
"### System:
macOS

### Human:
How do I take a screenshot?

### Assistant:
Press Shift+Command+4 and drag to select the area. Press Shift+Command+3 to capture the entire screen."
"### System:
Linux

### Human:
How do I take a screenshot?

### Assistant:
Press Print Screen to capture the entire screen or Shift+Print Screen to capture a selected area."
"### System:
Windows

### Human:
List all the files in my Documents folder

### Assistant:
dir Documents"
"### System:
macOS

### Human:
List all the files in my Documents folder

### Assistant:
ls ~/Documents"
"### System:
Linux

### Human:
List all the files in my Documents folder

### Assistant:
ls ~/Documents"
"### System:
Windows

### Human:
How do I find out my computer's name?

### Assistant:
echo %computername%"
"### System:
macOS

### Human:
How do I find out my computer's name?

### Assistant:
hostname"
"### System:
Linux

### Human:
How do I find out my computer's name?

### Assistant:
hostname"
"### System:
Windows

### Human:
How can I find out what programs are starting up with my computer?

### Assistant:
msconfig"
"### System:
macOS

### Human:
How can I find out what programs are starting up with my computer?

### Assistant:
systemctl list-unit-files --type=service | grep enabled"
"### System:
Linux

### Human:
How can I find out what programs are starting up with my computer?

### Assistant:
systemctl list-unit-files --type=service | grep enabled"
"### System:
Windows

### Human:
Show me a list of all installed programs

### Assistant:
Get-WmiObject -Query ""SELECT * FROM Win32_Product"" | Select-Object -Property Name"
"### System:
macOS

### Human:
Show me a list of all installed programs

### Assistant:
ls /Applications"
"### System:
Linux

### Human:
Show me a list of all installed programs

### Assistant:
apt list --installed"
"### System:
Windows

### Human:
How do I check disk usage?

### Assistant:
Get-PSDrive"
"### System:
macOS

### Human:
How do I check disk usage?

### Assistant:
df -h"
"### System:
Linux

### Human:
How do I check disk usage?

### Assistant:
df -h"
"### System:
Windows

### Human:
How can I see all running processes?

### Assistant:
Get-Process"
"### System:
macOS

### Human:
How can I see all running processes?

### Assistant:
ps aux"
"### System:
Linux

### Human:
How can I see all running processes?

### Assistant:
ps aux"
"### System:
Windows

### Human:
What's my public IP address?

### Assistant:
Invoke-RestMethod httpbin.org/ip | Select-Object -ExpandProperty origin"
"### System:
macOS

### Human:
What's my public IP address?

### Assistant:
curl httpbin.org/ip"
"### System:
Linux

### Human:
What's my public IP address?

### Assistant:
curl httpbin.org/ip"
"### System:
Windows

### Human:
How can I search for a file?

### Assistant:
Get-ChildItem -Recurse | Where-Object {$_.Name -match 'filename'}"
"### System:
macOS

### Human:
How can I search for a file?

### Assistant:
find / -type f -name 'filename'"
"### System:
Linux

### Human:
How can I search for a file?

### Assistant:
find / -type f -name 'filename'"
"### System:
Windows

### Human:
Count the number of text files in my Documents folder

### Assistant:
Get-ChildItem 'Documents' -Recurse | Where-Object {$_.Extension -eq '.txt'} | Measure-Object | Select-Object -ExpandProperty Count"
"### System:
macOS

### Human:
Count the number of text files in my Documents folder

### Assistant:
find ~/Documents -type f -name '*.txt' | wc -l"
"### System:
Linux

### Human:
Count the number of text files in my Documents folder

### Assistant:
find ~/Documents -type f -name '*.txt' | wc -l"
"### System:
Windows

### Human:
Find the largest file in my Downloads folder

### Assistant:
Get-ChildItem 'Downloads' -Recurse | Sort-Object Length -Descending | Select-Object -First 1"
"### System:
macOS

### Human:
Find the largest file in my Downloads folder

### Assistant:
find ~/Downloads -type f -exec ls -lhS {} + | head -1"
"### System:
Linux

### Human:
Find the largest file in my Downloads folder

### Assistant:
find ~/Downloads -type f -exec ls -lhS {} + | head -1"
"### System:
Windows

### Human:
Find all the duplicate files in my Documents folder

### Assistant:
Get-ChildItem 'Documents' -Recurse | Group-Object -Property Length | Where-Object {$_.Count -gt 1} | Foreach-Object {$_.Group | Select-Object -ExpandProperty FullName}"
"### System:
macOS

### Human:
Find all the duplicate files in my Documents folder

### Assistant:
fdupes -r ~/Documents"
"### System:
Linux

### Human:
Find all the duplicate files in my Documents folder

### Assistant:
fdupes -r ~/Documents"
"### System:
Windows

### Human:
How do I encrypt a folder?

### Assistant:
Right-click on the folder > Properties > Advanced > Select 'Encrypt contents to secure data' > OK"
"### System:
macOS

### Human:
How do I encrypt a folder?

### Assistant:
diskutil coreStorage createEncryptedVolume 'VolumeName' /path/to/folder"
"### System:
Linux

### Human:
How do I encrypt a folder?

### Assistant:
gpg-zip -c --encrypt --password='your_password' -o output.gpg /path/to/folder"
"### System:
Windows

### Human:
Show all files larger than 100MB in my Documents folder

### Assistant:
Get-ChildItem 'Documents' -Recurse | Where-Object {$_.Length -gt 100MB}"
"### System:
macOS

### Human:
Show all files larger than 100MB in my Documents folder

### Assistant:
find ~/Documents -type f -size +100M"
"### System:
Linux

### Human:
Show all files larger than 100MB in my Documents folder

### Assistant:
find ~/Documents -type f -size +100M"
"### System:
Windows

### Human:
What is taking up the most space on my C drive?

### Assistant:
Get-ChildItem C:\ -Recurse | Group-Object -Property Directory | Sort-Object {($_.Group | Measure-Object -Property Length -Sum).Sum} -Descending | Select-Object -First 1"
"### System:
macOS

### Human:
What is taking up the most space on my Mac?

### Assistant:
sudo du -sh /* | sort -rh | head -1"
"### System:
Linux

### Human:
What is taking up the most space on my Linux machine?

### Assistant:
sudo du -sh /* | sort -rh | head -1"
"### System:
Windows

### Human:
How do I change my computer's hostname?

### Assistant:
Go to Settings > System > About > Rename this PC"
"### System:
macOS

### Human:
How do I change my computer's hostname?

### Assistant:
sudo scutil --set HostName new_hostname"
"### System:
Linux

### Human:
How do I change my computer's hostname?

### Assistant:
sudo hostnamectl set-hostname new_hostname"
"### System:
Windows

### Human:
How can I see the list of all open network ports?

### Assistant:
Get-NetTCPConnection"
"### System:
macOS

### Human:
How can I see the list of all open network ports?

### Assistant:
lsof -i -n -P"
"### System:
Linux

### Human:
How can I see the list of all open network ports?

### Assistant:
netstat -tulpn"
"### System:
Windows

### Human:
How can I see my computer's uptime?

### Assistant:
Get-CimInstance -ClassName win32_operatingsystem | Select-Object -Property LastBootUpTime"
"### System:
macOS

### Human:
How can I see my computer's uptime?

### Assistant:
uptime"
"### System:
Linux

### Human:
How can I see my computer's uptime?

### Assistant:
uptime"
"### System:
Windows

### Human:
What's the total size of my Pictures folder?

### Assistant:
Get-ChildItem 'Pictures' -Recurse | Measure-Object -Property Length -Sum | Select-Object -ExpandProperty Sum"
"### System:
macOS

### Human:
What's the total size of my Pictures folder?

### Assistant:
du -sh ~/Pictures | cut -f1"
"### System:
Linux

### Human:
What's the total size of my Pictures folder?

### Assistant:
du -sh ~/Pictures | cut -f1"
"### System:
Windows

### Human:
How do I change my desktop wallpaper?

### Assistant:
Right-click on the desktop > Personalize > Background"
"### System:
macOS

### Human:
How do I change my desktop wallpaper?

### Assistant:
System Preferences > Desktop & Screen Saver > Desktop"
"### System:
Linux

### Human:
How do I change my desktop wallpaper?

### Assistant:
Right-click on the desktop > Change Desktop Background"
"### System:
Windows

### Human:
How can I find out my computer's MAC address?

### Assistant:
Getmac"
"### System:
macOS

### Human:
How can I find out my computer's MAC address?

### Assistant:
ifconfig | grep 'ether'"
"### System:
Linux

### Human:
How can I find out my computer's MAC address?

### Assistant:
ifconfig | grep 'HWaddr'"
"### System:
Windows

### Human:
Search for all PDF files in my Documents folder

### Assistant:
Get-ChildItem 'Documents' -Recurse | Where-Object {$_.Extension -eq '.pdf'}"
"### System:
macOS

### Human:
Search for all PDF files in my Documents folder

### Assistant:
find ~/Documents -type f -name '*.pdf'"
"### System:
Linux

### Human:
Search for all PDF files in my Documents folder

### Assistant:
find ~/Documents -type f -name '*.pdf'"
"### System:
Windows

### Human:
Replace all occurrences of 'apple' with 'orange' in file.txt

### Assistant:
(Get-Content 'file.txt') -replace 'apple', 'orange' | Set-Content 'file.txt'"
"### System:
macOS

### Human:
Replace all occurrences of 'apple' with 'orange' in file.txt

### Assistant:
sed -i '' 's/apple/orange/g' file.txt"
"### System:
Linux

### Human:
Replace all occurrences of 'apple' with 'orange' in file.txt

### Assistant:
sed -i 's/apple/orange/g' file.txt"
"### System:
Windows

### Human:
Open the default web browser and search for 'best restaurants near me'

### Assistant:
start iexplore.exe 'https://www.google.com/search?q=best+restaurants+near+me'"
"### System:
macOS

### Human:
Open the default web browser and search for 'best restaurants near me'

### Assistant:
open -a Safari 'https://www.google.com/search?q=best+restaurants+near+me'"
"### System:
Linux

### Human:
Open the default web browser and search for 'best restaurants near me'

### Assistant:
xdg-open 'https://www.google.com/search?q=best+restaurants+near+me'"
"### System:
Windows

### Human:
Open my documents

### Assistant:
start explorer.exe My Documents"
"### System:
Windows

### Human:
Show me the control panel

### Assistant:
control"
"### System:
Windows

### Human:
Search for a file

### Assistant:
start explorer.exe /search"
"### System:
macOS

### Human:
Open the terminal

### Assistant:
open -a Terminal"
"### System:
macOS

### Human:
Show me the system preferences

### Assistant:
open -a ""System Preferences"""
"### System:
macOS

### Human:
Search for a file

### Assistant:
mdfind -name"
"### System:
Linux

### Human:
Open the terminal

### Assistant:
gnome-terminal"
"### System:
Linux

### Human:
Search for a file

### Assistant:
find . -name"
"### System:
Linux

### Human:
Show system information

### Assistant:
uname -a"
"### System:
Windows

### Human:
How do I change the desktop background?

### Assistant:
Right-click on the desktop and select ""Personalize"""
"### System:
Windows

### Human:
Where are my downloads?

### Assistant:
start explorer.exe Downloads"
"### System:
Windows

### Human:
Open calculator

### Assistant:
start calc.exe"
"### System:
macOS

### Human:
How do I change the desktop background?

### Assistant:
Go to ""System Preferences"" > ""Desktop & Screen Saver"""
"### System:
macOS

### Human:
Where are my downloads?

### Assistant:
open ~/Downloads"
"### System:
macOS

### Human:
Open calculator

### Assistant:
open -a Calculator"
"### System:
Linux

### Human:
How do I change the desktop background?

### Assistant:
Right-click on the desktop and select ""Change Background"""
"### System:
Linux

### Human:
Where are my downloads?

### Assistant:
xdg-open ~/Downloads"
"### System:
Linux

### Human:
Open calculator

### Assistant:
gnome-calculator"
"### System:
Windows

### Human:
What is the weather like?

### Assistant:
start msedge.exe ""https://www.weather.com/"""
"### System:
Windows

### Human:
Set a timer for 5 minutes

### Assistant:
start msedge.exe ""https://www.google.com/search?q=set+a+timer+for+5+minutes"""
"### System:
Windows

### Human:
Open Notepad

### Assistant:
start notepad.exe"
"### System:
macOS

### Human:
What is the weather like?

### Assistant:
open -a Safari ""https://www.weather.com/"""
"### System:
macOS

### Human:
Set a timer for 5 minutes

### Assistant:
open -a Safari ""https://www.google.com/search?q=set+a+timer+for+5+minutes"""
"### System:
macOS

### Human:
Open TextEdit

### Assistant:
open -a TextEdit"
"### System:
Linux

### Human:
What is the weather like?

### Assistant:
google-chrome ""https://www.weather.com/"""
"### System:
Linux

### Human:
Set a timer for 5 minutes

### Assistant:
google-chrome ""https://www.google.com/search?q=set+a+timer+for+5+minutes"""
"### System:
Linux

### Human:
Open gedit

### Assistant:
gedit"
"### System:
Windows

### Human:
How do I take a screenshot?

### Assistant:
Press ""PrtSc"" key"
"### System:
Windows

### Human:
Open Microsoft Word

### Assistant:
start winword.exe"
"### System:
Windows

### Human:
Open Microsoft Excel

### Assistant:
start excel.exe"
"### System:
macOS

### Human:
How do I take a screenshot?

### Assistant:
Press ""Command + Shift + 4"""
"### System:
macOS

### Human:
Open Microsoft Word

### Assistant:
open -a ""Microsoft Word"""
"### System:
macOS

### Human:
Open Microsoft Excel

### Assistant:
open -a ""Microsoft Excel"""
"### System:
Linux

### Human:
How do I take a screenshot?

### Assistant:
Press ""PrtSc"" key"
"### System:
Linux

### Human:
Open LibreOffice Writer

### Assistant:
libreoffice --writer"
"### System:
Linux

### Human:
Open LibreOffice Calc

### Assistant:
libreoffice --calc"
"### System:
Windows

### Human:
Open the task manager

### Assistant:
Ctrl + Shift + Esc"
"### System:
Windows

### Human:
Lock the computer

### Assistant:
Windows + L"
"### System:
Windows

### Human:
Open the command prompt

### Assistant:
start cmd.exe"
"### System:
macOS

### Human:
Open the activity monitor

### Assistant:
open -a ""Activity Monitor"""
"### System:
macOS

### Human:
Lock the computer

### Assistant:
Command + Control + Q"
"### System:
macOS

### Human:
Open the terminal

### Assistant:
open -a Terminal"
"### System:
Linux

### Human:
Open the system monitor

### Assistant:
gnome-system-monitor"
"### System:
Linux

### Human:
Lock the computer

### Assistant:
gnome-screensaver-command -l"
"### System:
Linux

### Human:
Open the terminal

### Assistant:
gnome-terminal"
"### System:
Windows

### Human:
Change the wallpaper

### Assistant:
Right-click on the desktop and select ""Personalize"" > ""Background"""
"### System:
Windows

### Human:
Open Microsoft PowerPoint

### Assistant:
start powerpnt.exe"
"### System:
Windows

### Human:
Open Disk Cleanup

### Assistant:
start cleanmgr.exe"
"### System:
macOS

### Human:
Change the wallpaper

### Assistant:
Go to ""System Preferences"" > ""Desktop & Screen Saver"""
"### System:
macOS

### Human:
Open Microsoft PowerPoint

### Assistant:
open -a ""Microsoft PowerPoint"""
"### System:
macOS

### Human:
Open Disk Utility

### Assistant:
open -a ""Disk Utility"""
"### System:
Linux

### Human:
Change the wallpaper

### Assistant:
Right-click on the desktop and select ""Change Background"""
"### System:
Linux

### Human:
Open LibreOffice Impress

### Assistant:
libreoffice --impress"
"### System:
Linux

### Human:
Open GParted

### Assistant:
gparted"
"### System:
Windows

### Human:
Open Windows Defender

### Assistant:
start msascui.exe"
"### System:
Windows

### Human:
Open Microsoft Teams

### Assistant:
start Teams.exe"
"### System:
Windows

### Human:
Open Microsoft Edge

### Assistant:
start msedge.exe"
"### System:
macOS

### Human:
Open Safari

### Assistant:
open -a Safari"
"### System:
macOS

### Human:
Open Microsoft Teams

### Assistant:
open -a ""Microsoft Teams"""
"### System:
macOS

### Human:
Open Google Chrome

### Assistant:
open -a ""Google Chrome"""
"### System:
Linux

### Human:
Open Firefox

### Assistant:
firefox"
"### System:
Linux

### Human:
Open Microsoft Teams

### Assistant:
teams"
"### System:
Linux

### Human:
Open Google Chrome

### Assistant:
google-chrome"
"### System:
Windows

### Human:
Open the settings

### Assistant:
start ms-settings:"
"### System:
Windows

### Human:
Open the calendar

### Assistant:
start outlookcal:"
"### System:
Windows

### Human:
Open the camera

### Assistant:
start microsoft.windows.camera:"
"### System:
Windows

### Human:
Open the maps

### Assistant:
start bingmaps:"
"### System:
Windows

### Human:
Open the photos

### Assistant:
start ms-photos:"
"### System:
Windows

### Human:
Open the calculator

### Assistant:
start calculator:"
"### System:
Windows

### Human:
Open the alarm clock

### Assistant:
start ms-clock:"
"### System:
Windows

### Human:
Open the voice recorder

### Assistant:
start soundrecorder:"
"### System:
Windows

### Human:
Open the weather

### Assistant:
start bingweather:"
"### System:
Windows

### Human:
Open the news

### Assistant:
start bingnews:"
"### System:
Windows

### Human:
Open the sports

### Assistant:
start bingsports:"
"### System:
Windows

### Human:
Open the movies & TV

### Assistant:
start ms-videoplayer:"
"### System:
Windows

### Human:
Open the money

### Assistant:
start bingfinance:"
"### System:
Windows

### Human:
Open the people

### Assistant:
start people:"
"### System:
Windows

### Human:
Open the groove music

### Assistant:
start mswindowsmusic:"
"### System:
macOS

### Human:
Open the mail

### Assistant:
open -a Mail"
"### System:
macOS

### Human:
Open the calendar

### Assistant:
open -a Calendar"
"### System:
macOS

### Human:
Open the contacts

### Assistant:
open -a Contacts"
"### System:
macOS

### Human:
Open the reminders

### Assistant:
open -a Reminders"
"### System:
macOS

### Human:
Open the notes

### Assistant:
open -a Notes"
"### System:
macOS

### Human:
Open the maps

### Assistant:
open -a Maps"
"### System:
macOS

### Human:
Open the photos

### Assistant:
open -a Photos"
"### System:
macOS

### Human:
Open the messages

### Assistant:
open -a Messages"
"### System:
macOS

### Human:
Open the FaceTime

### Assistant:
open -a FaceTime"
"### System:
macOS

### Human:
Open the iTunes

### Assistant:
open -a iTunes"
"### System:
